wav_filename,wav_filesize,transcript
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/05_chunk_27.wav,58284,vqybnt xvprdp jmhghd anlnvl qzxsur qexnpx
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/05_chunk_28.wav,120972,gkkoez khyngj vfinhp towtbt xxjeov nnnydd udcolt kftpyv cheqzp xubvqn vgkyyj cdaoir xxjeov
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/05_chunk_29.wav,139052,tzvfnl nqvhbl ttmfp towtbt vnfitd bdkwqr cheqzp vvtfzd xubvqn jmhghd xxjeov mpgkab ttmfp
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/05_chunk_30.wav,155820,tzvfnl nqvhbl ttmfp jmhghd mpgkab ttmfp kkdknx wuxnuv adjvcj towtbt xxjeov wlsouj udcolt aexqpl cheqzp uxlrwb
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/05_chunk_31.wav,51628,vqybnt xvprdp jmhghd anlnvl qzxsur qexnpx
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/05_chunk_32.wav,133068,tzvfnl nqvhbl ttmfp vfinhp towtbt xxjeov wlsouj udcolt nnnydd cheqzp vvtfzd xubvqn vgkyyj cdaoir xxjeov
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/05_chunk_33.wav,143340,mpgkab ttmfp towtbt vnfitd kftpyv udcolt bdkwqr cheqzp xigpmf xubvqn jmhghd xxjeov ckxjuf pcxgsf
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/05_chunk_34.wav,218348,mpgkab ttmfp jmhghd ckxjuf pcxgsf kkdknx wuxnuv adjvcj towtbt xxjeov wlsouj udcolt uxlrwb vqybnt xvprdp jmhghd anlnvl qzxsur qexnpx
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/05_chunk_35.wav,118092,mpgkab ttmfp vfinhp towtbt xxjeov nnnydd udcolt bdkwqr cheqzp xigpmf xubvqn vgkyyj cdaoir xxjeov
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/05_chunk_36.wav,157356,ckxjuf pcxgsf towtbt vnfitd bdkwqr cheqzp vvtfzd xubvqn jmhghd xxjeov tzvfnl bzhvob myfrcj xjukzh
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/05_chunk_37.wav,156748,ckxjuf pcxgsf jmhghd tzvfnl bzhvob myfrcj xjukzh kkdknx wuxnuv qwwbun elkwtd fmztun pgpzmv aexqpl udcolt uxlrwb
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/05_chunk_38.wav,401804,vqybnt xvprdp jmhghd anlnvl qzxsur qexnpx ckxjuf pcxgsf vfinhp towtbt xxjeov aexqpl udcolt bdkwqr cheqzp vvtfzd xubvqn ckxjuf pcxgsf qwwbun elkwtd fmztun pgpzmv elkwtd tkyiiz vppxyv nihjvl sziucv vppxyv vgkyyj bajfqn isduuz xraeqj xxjeov
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/05_chunk_39.wav,350668,tzvfnl bzhvob myfrcj xjukzh towtbt vnfitd kftpyv udcolt wlsouj cheqzp jqfqzx xubvqn jmhghd xxjeov xjukzh wqibhp tzvfnl bzhvob myfrcj xjukzh jmhghd xjukzh wqibhp kkdknx wuxnuv adjvcj towtbt xxjeov jqfqzx udcolt wlsouj cheqzp xigpmf uxlrwb
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/05_chunk_40.wav,59308,vqybnt xvprdp jmhghd anlnvl qzxsur qexnpx
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/05_chunk_41.wav,140876,tzvfnl bzhvob myfrcj xjukzh vfinhp towtbt xxjeov nnnydd udcolt bdkwqr cheqzp nnnydd xubvqn vgkyyj cdaoir xxjeov
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/05_chunk_42.wav,150700,xjukzh wqibhp towtbt vnfitd kftpyv udcolt wlsouj cheqzp xigpmf xubvqn jmhghd xxjeov kftpyv kzlror anlnvl pcamzp
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/05_chunk_43.wav,328876,kuqndh vppxyv eyogmj cnnqyb oknirh neuiyz crxlnd vrdtlx hlcrnt kzlror anlnvl pcamzp xdllav ethser omxxx vslxav seogwf ufbtvd rbloht musqfx bczmuj qhicvp seogwf eekvaf thwriv pvmwrh kcaxef omxxx vslxav
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/05_chunk_44.wav,151500,hlcrnt ufbtvd rbloht eekvaf thwriv pdoimr blytwr ethser lgxddx musqfx ntwybp ipnnrd doacir lvoikf
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/05_chunk_45.wav,157740,xjukzh wqibhp jmhghd neuiyz crxlnd kkdknx wuxnuv adjvcj towtbt xxjeov vvtfzd udcolt nnnydd cheqzp vvtfzd uxlrwb
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/05_chunk_46.wav,56012,vqybnt xvprdp jmhghd anlnvl qzxsur qexnpx
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/05_chunk_47.wav,126412,xjukzh wqibhp vfinhp towtbt xxjeov jqfqzx udcolt jqfqzx cheqzp jqfqzx xubvqn vgkyyj cdaoir xxjeov
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/05_chunk_48.wav,140204,neuiyz crxlnd vvtfzd udcolt xubvqn jmhghd xxjeov ayvkdl pjxild mpgkab dyyouj
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/06_chunk_00.wav,56620,rwrlkr xraeqj gnrxdh ijpxp nmlmmj npsvkr
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/06_chunk_01.wav,73580,agrear qfzzgr isduuz xraeqj apwdbd cdlyez eyogmj utyqzp
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/06_chunk_02.wav,64396,adjvcj jmhghd qexnpx anlnvl seogwf clzvl apktev
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/06_chunk_03.wav,259788,elkwtd seogwf anlnvl pcamzp vslxav lfjhqv hfwdgb qfzzgr seogwf qexnpx pcamzp qfixmf mpxlun vgkyyj jomdor puqcyr bojjcj uclmrh fkpeov utyqzp ethser jorvmv lgxddx musqfx ntwybp vrdtlx
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/06_chunk_04.wav,245068,qfzzgr bwxgij lrenvd hkrhrl sdlvfl olkcjx omxxx seogwf yflryn vgkyyj bajfqn ftdbuv zrcht ukcqer isduuz vppxyv uwuqbp fmisab
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/06_chunk_05.wav,140428,lypzkj pxgkcn vppxyv seogwf ninbtp pcamzp lsbhnt inoiht vnfitd kftpyv udcolt xigpmf cheqzp uxlrwb
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/06_chunk_06.wav,255916,dqkroj clzvl apktev nqefh latvdp qfzzgr isduuz lvoikf apwdbd wuxnuv utyqzp elkwtd seogwf anlnvl pcamzp vslxav musqfx qfzzgr seogwf qexnpx pcamzp vslxav fzmbth mszcur jmhghd pcamzp
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/06_chunk_07.wav,94092,dqkroj vgkyyj pdoimr apwdbd jaxjzd pagzoj ctlhaf nqefh cnnqyb seogwf qfzzgr
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/06_chunk_08.wav,426284,lgxddx musqfx ntwybp hfwdgb qfzzgr isduuz lvoikf apwdbd yuipd vtuapt qdjscv xkfuvp cjjohd ninbtp oaagbx rmkatl ohrjph seogwf tpckzx afdinp pdoimr vtuapt lgxddx musqfx ntwybp vgkyyj wuxnuv pftfuf fpvswn qfzzgr isduuz lvoikf apwdbd rjijth qhicvp gilivp rtekof
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/06_chunk_09.wav,466156,lgxddx musqfx ntwybp vrdtlx omxxx cibksf tkyiiz oaagbx fpvswn seogwf qfzzgr musqfx kyjfxx ospwb vqybnt kppqtt tksqkv ckxjuf rlyqxd gyqjoz qhicvp seogwf abkpsz ybhphp afdinp wgmamr lvoikf apwdbd ksrhtx srrqpl blytwr ethser omxxx fpvswn vppxyv vslxav wuxnuv pftfuf xxjeov
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/06_chunk_10.wav,106348,xkwwqb nqefh neuiyz crxlnd isduuz lgxddx musqfx ntwybp jxrcpd jevurx egpsht rrffev
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/06_chunk_11.wav,365228,neuiyz crxlnd seogwf wuxnuv ofbcll gnrxdh isduuz uomktt fmisab neuiyz crxlnd pdoimr kzlror ujaenx qfzzgr isduuz agrear clzvl seogwf xraeqj ofbcll pdoimr kzlror mehxoj jiufkr qfzzgr neuiyz crxlnd qwwbun elkwtd fmztun pgpzmv
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/06_chunk_12.wav,183820,neuiyz crxlnd jmhghd xxjeov aexqpl kzlror anlnvl pcamzp vgkyyj pdoimr ayvkdl pjxild
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/06_chunk_13.wav,168684,mpgkab dyyouj xraeqj drynbl isduuz elkwtd fmisab jevurx hpbcgn gykrqv lvoikf apwdbd dljvev xxjeov idxzl nzjehl
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/06_chunk_14.wav,115372,elkwtd huysir lfjhqv xraeqj drynbl hfwdgb pdoimr hpbcgn gykrqv xxjeov
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/06_chunk_15.wav,157836,rtpukn nqefh sdlvfl olkcjx seogwf qfzzgr isduuz lvoikf apwdbd afdinp hpbcgn gykrqv xxjeov pgpzmv ethser
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/06_chunk_16.wav,239372,elkwtd vgkyyj ggrvkj neuiyz crxlnd vrdtlx rtpukn nqefh sdlvfl olkcjx seogwf qfzzgr vppxyv seogwf tpckzx ghuhbd kaylnl jrnuov utyqzp vnfitd omxxx fmisab jevurx
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/06_chunk_17.wav,236588,blytwr ethser lvoikf apwdbd dljvev xxjeov vppxyv vslxav seogwf idxzl nzjehl omxxx cibksf snnnyn vppxyv vslxav musqfx lvoikf kftpyv vqybnt vwepvl srrqpl
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/06_chunk_18.wav,929228,csivjl cibksf qlxpiv bwampt pohdaf idmpor fpvswn kftpyv pqrsfx xgbser ezwkbh czzywv kftpyv egeill kftpyv egeill lvoikf fpvswn uwuqbp nokrvt mopifp apwdbd ohfzsz vruvgj xgbser ezwkbh seogwf fpvswn msibaf skancb pdoimr hlcrnt axsymr cibksf rctrwr aexqpl udcolt ojffcj ifrmwf vvtfzd cheqzp ojffcj vcbejh aexqpl cheqzp ojffcj xgbser ezwkbh apwdbd methkr cibksf qvcojh vqmrrl rlbxen ogupwr vcbejh kftpyv ojffcj xgbser ezwkbh seogwf xnynqf cibksf ofmmht isduuz rccqcf methkr
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/06_chunk_19.wav,128908,xgbser ezwkbh cibksf czzywv apwdbd qhicvp uomktt aexqpl tepikn
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/06_chunk_20.wav,412684,lfjhqv votegf omxxx cibksf joxnkz bixcwn vxbjob hcouht yfxbuv isduuz lvoikf apwdbd vwepvl srrqpl ildtcb uomktt rtpukn lvoikf apwdbd nqefh sdlvfl qxndp nqefh olkcjx tmxnsj seogwf towtbt byqttp ipcduv kftpyv bajfqn cdaoir
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/06_chunk_21.wav,60908,omxxx fwkktd cibksf qwwbun csivjl wlheyb ecfxsr
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/06_chunk_22.wav,214540,csivjl fmztun csivjl seogwf jorvmv qwwbun anlnvl pcamzp anlnvl hffblp afdinp cibksf yoqqz oekaqz xgbser ezwkbh
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/06_chunk_23.wav,369740,rtpukn nqefh sdlvfl qxndp seogwf towtbt byqttp sxdwvh axsymr waucir kzlror kftpyv hlttif kftpyv efngr csivjl cibksf iphvt yoqqz xgbser ezwkbh kddiuz isduuz csivjl dqkroj uwuqbp xxowmz jiufkr jmhghd fkdusn
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/06_chunk_24.wav,417516,abkpsz ybhphp paybiv wgmamr hheguz dwihqn lpfilt bztfkj paybiv wgmamr hheguz dwihqn lvoikf apwdbd seogwf kppqtt tksqkv paybiv wgmamr hheguz dwihqn sxdwvh axsymr waucir kzlror cibksf vnfitd csivjl dqkroj uwuqbp kddiuz xxowmz jiufkr jmhghd fkdusn
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/06_chunk_25.wav,420908,csivjl cibksf tgzxqf paybiv axsymr uzwhbt byqttp rifycn fwesuz eyogmj utyqzp kddiuz rbloht csivjl musqfx wmpimz vslxav seogwf uzwhbt byqttp neuiyz crxlnd vgkyyj hlcrnt axsymr pgpzmv rtpukn elkwtd oaagbx rqctob qatkyz seogwf vppxyv afdinp liwinh axsymr pgpzmv xxjeov
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/07_chunk_00.wav,59916,rwrlkr xraeqj gnrxdh ijpxp ivflvd npsvkr
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/07_chunk_01.wav,62092,lgxddx musqfx ntwybp ggrvkj neuiyz crxlnd vrdtlx
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/07_chunk_02.wav,114604,csivjl musqfx csivjl seogwf jiufkr fyjqcn afdinp cibksf yoqqz oekaqz xgbser ezwkbh
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/07_chunk_03.wav,63788,blytwr ethser isduuz hlcrnt xraeqj ofbcll qhicvp
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/07_chunk_04.wav,100812,omxxx hfwdgb csivjl isduuz omxxx fmisab jevurx pdoimr ujaenx qfzzgr
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/07_chunk_05.wav,56396,rtpukn bjzonh ppjoqz seogwf bztfkj dwihqn
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/07_chunk_06.wav,146284,csivjl cibksf iphvt jqfqzx hlttif jqfqzx efngr bajfqn bjzonh ppjoqz seogwf bztfkj dwihqn
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/07_chunk_07.wav,63564,csivjl cibksf iphvt kftpyv hlttif kftpyv efngr
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/07_chunk_08.wav,280492,gyqjoz qhicvp seogwf abkpsz ybhphp tyyluv cibksf iphvt jqfqzx hlttif jqfqzx efngr inoiht ckxjuf qvcojh wdvtiv towtbt isduuz jiufkr lvoikf apwdbd
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/07_chunk_09.wav,53548,blytwr ethser dgoqtl rzyuj jqfqzx ildtcb
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/07_chunk_10.wav,107724,omxxx cibksf pgkhor gesqb isduuz lvoikf apwdbd rshqvp cheqzp wznaib optwyz
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/07_chunk_11.wav,81740,snnnyn omxxx oaagbx fpvswn seogwf paybiv wdvtiv towtbt byqttp
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/07_chunk_12.wav,59596,afdinp wgmamr lvoikf apwdbd ksrhtx srrqpl
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/07_chunk_13.wav,121516,neuiyz crxlnd vgkyyj mwmdrd jbudrt lgxddx musqfx ntwybp oaagbx rqctob qatkyz seogwf pgpzmv xxjeov
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/07_chunk_14.wav,102604,agrear bixcwn vxbjob hcouht yfxbuv isduuz lvoikf apwdbd seogwf clzvl apktev
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/07_chunk_15.wav,55788,neuiyz crxlnd lgajlh bdkwqr udcolt xubvqn
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/07_chunk_16.wav,210860,neuiyz crxlnd vgkyyj fmztun vppxyv seogwf jorvmv musqfx anlnvl pcamzp anlnvl hffblp afdinp yoqqz oekaqz xgbser ezwkbh
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/07_chunk_17.wav,44652,xwscuj pzfplx bixcwn vxbjob
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/07_chunk_18.wav,215436,bjzonh ppjoqz seogwf bztfkj dwihqn musqfx bajfqn bjzonh ppjoqz seogwf bztfkj dwihqn abkpsz ybhphp vqybnt lvoikf apwdbd kftpyv ipyxnl seogwf kppqtt tksqkv
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/07_chunk_19.wav,330092,afdinp pdoimr kftpyv ggrvkj kftpyv ggrvkj lvoikf nqefh hlttif nqefh efngr vnfitd neuiyz crxlnd dqkroj uwuqbp yoqqz oekaqz xgbser ezwkbh flxidt fhhvqn elkwtd oaagbx rqctob qatkyz neuiyz crxlnd seogwf
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/07_chunk_20.wav,133708,rzyuj xxjeov dqkroj jqfqzx ildtcb bixcwn vxbjob hcouht yfxbuv isduuz lvoikf apwdbd
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/07_chunk_21.wav,141676,agrear neuiyz crxlnd bdkwqr udcolt xubvqn xigpmf qzsawn cheqzp jqfqzx ninbtp dqkroj kftpyv ildtcb
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/07_chunk_22.wav,91756,xkfuvp twcmsv seogwf njedob okbyuz afdinp jthiab ofmmht xxjeov
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/07_chunk_23.wav,80940,ildtcb apwdbd seogwf hsilev kswzsb tyyluv vegbqv ofmmht xxjeov
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/07_chunk_24.wav,153388,rshqvp cheqzp wznaib optwyz pgkhor xkfuvp gesqb isduuz lvoikf apwdbd flxidt agrear dqkroj ninbtp
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/07_chunk_25.wav,320428,neuiyz crxlnd musqfx vppxyv aexqpl kzlror anlnvl pcamzp ayvkdl pjxild mpgkab dyyouj vqybnt neuiyz crxlnd seogwf jorvmv pcamzp musqfx aexqpl kzlror anlnvl hffblp afdinp yoqqz oekaqz xgbser ezwkbh
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/07_chunk_26.wav,542444,vppxyv vslxav musqfx udcolt ospwb paybiv wgmamr hheguz dwihqn kftpyv ipyxnl lpfilt bztfkj paybiv wgmamr hheguz dwihqn rhdmlt isduuz lvoikf apwdbd seogwf kppqtt tksqkv paybiv wgmamr hheguz dwihqn kftpyv ipyxnl bbahkz ybhphp paybiv wgmamr hheguz dwihqn afdinp yoqqz oekaqz xgbser ezwkbh rtpukn nqefh sdlvfl qxndp
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/07_chunk_27.wav,244428,nqefh olkcjx tmxnsj seogwf towtbt byqttp afdinp kftpyv ggrvkj kftpyv ggrvkj lvoikf vnfitd neuiyz crxlnd dqkroj uwuqbp yoqqz oekaqz xgbser ezwkbh
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/07_chunk_28.wav,246092,rtpukn nqefh sdlvfl qxndp yoqqz oekaqz xgbser ezwkbh seogwf afdinp pdoimr nqefh hlttif nqefh efngr flxidt fhhvqn elkwtd oaagbx rqctob qatkyz neuiyz crxlnd seogwf
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/07_chunk_29.wav,108044,lgxddx musqfx ntwybp vgkyyj snnnyn vppxyv nncogv isduuz xgbser ezwkbh uwuqbp ghuhbd
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/07_chunk_30.wav,94092,bixcwn vxbjob hcouht yfxbuv isduuz lvoikf apwdbd rshqvp cheqzp ildtcb
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/07_chunk_31.wav,155948,vxbjob hgnfan apwdbd rctrwr snnnyn xgbser ezwkbh wgmamr lvoikf apwdbd gqnwfh eyogmj
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/07_chunk_32.wav,38796,vxbjob ewdrgr sraouz xkfuvp
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/07_chunk_33.wav,93388,isduuz lvoikf apwdbd xkfuvp xkfuvp lvoikf hgnfan apwdbd rctrwr
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/07_chunk_34.wav,100620,xgbser ezwkbh isduuz vxbjob fmisab apwdbd gqnwfh utyqzp gqnwfh sziucv
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/07_chunk_35.wav,90764,vxbjob ewdrgr isduuz lvoikf apwdbd gfjrvl hheguz sraouz xkfuvp
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/07_chunk_36.wav,79340,ildtcb uomktt seogwf vcbejh dkylin afdinp mfergz ygtvnl xxjeov
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/07_chunk_37.wav,82988,vxbjob ewdrgr bjimsv dkylin vcbejh rzyuj cheqzp vvtfzd ojffcj
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/07_chunk_38.wav,47820,dkylin spslgb afdinp mfergz ygtvnl xxjeov
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/07_chunk_39.wav,399276,rtpukn isduuz lvoikf apwdbd nqefh sdlvfl qxndp seogwf iuztwz byqttp vgkyyj pdoimr abkpsz ybhphp lpfilt bztfkj kyjfxx ospwb musqfx rhdmlt isduuz lvoikf apwdbd seogwf kppqtt tksqkv ckxjuf rlyqxd oaagbx nqefh seogwf qfzzgr afdinp cdaoir xxjeov
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/07_chunk_40.wav,163500,rtpukn isduuz fwqcrh lvoikf apwdbd xyagjh slcysv nqefh olkcjx tmxnsj seogwf jmhghd yflryn afdinp cdaoir xxjeov
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/07_chunk_41.wav,321548,rtpukn lvoikf apwdbd paybiv dwihqn seogwf towtbt byqttp bwgenx qfzzgr iphvt lpfilt bztfkj kppqtt tksqkv ckxjuf rlyqxd gyqjoz qhicvp seogwf abkpsz ybhphp afdinp wgmamr lvoikf apwdbd ksrhtx srrqpl xxjeov
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/07_chunk_42.wav,136716,pqrsfx qvcojh uomktt neuiyz crxlnd musqfx dqkroj juebsr qwwbun vppxyv fmztun isduuz xgbser ezwkbh uwuqbp seogwf
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/07_chunk_43.wav,157516,vxbjob ewdrgr sraouz xkfuvp isduuz lvoikf apwdbd vfinhp kftpyv udcolt vvtfzd cheqzp ildtcb
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/08_chunk_00.wav,60204,rwrlkr xraeqj gnrxdh ijpxp uyznjd npsvkr
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/08_chunk_01.wav,165004,elkwtd gnrxdh dtmion neuiyz crxlnd musqfx neuiyz crxlnd xgbser ezwkbh uwuqbp seogwf kftpyv ipyxnl kyjfxx ospwb lpfilt bztfkj
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/08_chunk_02.wav,115052,elkwtd oknirh yeuqeb hpguer lvoikf vxbjob ewdrgr eobdwz czopan
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/08_chunk_03.wav,112620,twcmsv okbyuz musqfx ildtcb apwdbd seogwf hsilev kswzsb afdinp glbpzl cyxngb xxjeov
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/08_chunk_04.wav,87468,ildtcb apwdbd seogwf xkfuvp gesqb tyyluv mzzenp ukcqer xxjeov
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/08_chunk_05.wav,227244,vxbjob wgmamr lvoikf apwdbd eobdwz tgivvt rzyuj xxjeov kftpyv udcolt vvtfzd cheqzp ildtcb vxbjob vgkyyj eobdwz yaqnnd jqfqzx qzsawn cheqzp jqfqzx ninbtp
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/08_chunk_06.wav,153772,xgbser ezwkbh dbtmib isduuz crxlnd xjukzh bcikzx dkylin apwdbd vxbjob adjvcj eobdwz yaqnnd
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/08_chunk_07.wav,119372,vnfitd cheqzp qzsawn cludmv kftpyv ninbtp dkylin tnzzjd afdinp xoefoj baoxor utyqzp xxjeov
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/08_chunk_08.wav,64556,rzyuj xxjeov rshqvp cheqzp ildtcb neuiyz crxlnd ofmmht xxjeov xgbser ezwkbh seogwf hsilev kswzsb
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/08_chunk_09.wav,149580,qjssbh baoxor kftpyv pqrsfx nwhnhh dpzhsb sziucv dqkroj nwhnhh dpzhsb abkpsz utyqzp abkpsz sziucv
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/08_chunk_10.wav,257900,puetcj vnfitd lvoikf apwdbd seogwf vxbjob afdinp qufuqr xxjeov vppxyv adjvcj qjssbh baoxor kftpyv pqrsfx jxwunh pcamzp sziucv
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/08_chunk_11.wav,211404,cibksf lfjhqv lfjhqv vxbjob wgmamr lvoikf apwdbd tgivvt xxjeov ygtvnl nqefh lfozp kwvkkv lvoikf apwdbd afdinp pdoimr vxbjob
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/08_chunk_12.wav,284620,jxwunh pcamzp uhsayz bajfqn jbudrt czopan cxpjrd kkdknx lvoikf vgkyyj jkiaxt vnfitd xgbser ezwkbh neuiyz crxlnd dqkroj uwuqbp
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/08_chunk_13.wav,107052,neuiyz crxlnd vsxgxd bczmuj snnnyn jxwunh pcamzp nrayzp yoqqz xgbser ezwkbh utyqzp
